State,Crop,Year,Rainfall,Temperature,Humidity,Soil_Type,Nitrogen,Phosphorus,Potassium,Area,Yield
Maharashtra,Coffee,2024,970,32,92,Laterite,61,20,44,1689,3.4
Manipur,Rice,2015,959,25,69,Sandy,46,32,60,2349,3.83
Manipur,Rice,2016,1175,22,35,Red,80,55,31,2632,3.78
Manipur,Rice,2017,814,31,59,Sandy,63,50,59,4585,3.49
Manipur,Rice,2018,1649,26,45,Sandy,70,43,53,3806,4.54
Manipur,Rice,2019,827,18,58,Alluvial,40,33,38,590,3.17
Manipur,Rice,2020,1450,30,92,Clay,46,59,49,4943,4.27
Manipur,Rice,2021,533,31,55,Black,67,57,39,2054,2.56
Manipur,Rice,2022,975,20,37,Black,88,24,30,810,3.44
Manipur,Rice,2023,786,28,80,Alluvial,75,56,44,1256,3.18
Manipur,Rice,2024,1425,28,68,Alluvial,72,29,21,1934,4.32
Manipur,Wheat,2015,1233,19,85,Red,76,53,58,761,3.89
Manipur,Wheat,2016,1112,35,62,Red,70,55,44,1718,3.65
Manipur,Wheat,2017,933,27,59,Laterite,77,50,53,2638,3.71
Manipur,Wheat,2018,1757,16,36,Sandy,78,28,54,1939,5.33
Manipur,Wheat,2019,1634,27,65,Sandy,71,50,53,3863,4.74
Manipur,Wheat,2020,664,25,57,Laterite,80,29,23,2438,3.02
Manipur,Wheat,2021,813,30,92,Red,40,43,51,4591,2.74
Manipur,Wheat,2022,1677,23,48,Clay,66,50,53,4772,5.08
Manipur,Wheat,2023,1034,26,67,Loamy,100,56,29,3068,3.67
Manipur,Wheat,2024,974,28,60,Black,76,24,36,1728,3.29
Manipur,Maize,2015,349,24,57,Clay,55,43,47,1991,2.49
Manipur,Maize,2016,894,28,91,Sandy,52,34,35,2473,3.45
Manipur,Maize,2017,1064,24,80,Black,79,34,45,1845,3.51
Manipur,Maize,2018,1733,21,34,Black,84,43,41,2801,5.14
Manipur,Maize,2019,1750,35,75,Loamy,74,39,44,1989,4.79
Manipur,Maize,2020,830,22,38,Clay,68,53,21,1632,3.42
Manipur,Maize,2021,1617,20,57,Laterite,93,20,45,1213,5.45
Manipur,Maize,2022,1919,27,68,Clay,95,45,21,4989,5.87
Manipur,Maize,2023,871,19,73,Red,49,33,26,2319,3.38
Manipur,Maize,2024,649,34,52,Black,86,54,42,2594,3.35
Manipur,Barley,2015,598,30,71,Black,42,58,22,2978,2.86
Manipur,Barley,2016,1620,16,71,Clay,57,42,39,2892,4.43
Manipur,Barley,2017,731,33,37,Sandy,51,23,57,4223,3.15
Manipur,Barley,2018,443,17,63,Alluvial,49,33,22,4354,3.09
Manipur,Barley,2019,1960,22,60,Laterite,70,21,29,1206,5.29
Manipur,Barley,2020,1077,34,70,Clay,57,58,24,1685,3.78
Manipur,Barley,2021,1655,26,50,Loamy,87,45,46,4324,4.76
Manipur,Barley,2022,1161,33,80,Loamy,44,58,24,4059,3.54
Manipur,Barley,2023,473,35,46,Black,62,27,29,4507,2.87
Manipur,Barley,2024,1880,22,59,Black,86,30,45,1793,5.29
Manipur,Millets,2015,1235,16,42,Laterite,61,59,28,4275,4.54
Manipur,Millets,2016,1333,22,61,Laterite,67,59,31,1069,3.96
Manipur,Millets,2017,559,32,47,Red,50,39,26,963,2.59
Manipur,Millets,2018,1783,19,54,Sandy,48,57,33,3057,4.54
Manipur,Millets,2019,567,19,69,Black,51,58,24,2597,3.09
Manipur,Millets,2020,1109,15,52,Red,71,33,28,3841,3.75
Manipur,Millets,2021,1825,27,57,Clay,44,47,59,4003,4.74
Manipur,Millets,2022,1343,32,42,Black,40,42,41,3367,4.56
Manipur,Millets,2023,526,34,75,Laterite,95,22,24,2567,2.72
Manipur,Millets,2024,1712,29,80,Loamy,74,58,44,1830,4.81
Manipur,Cotton,2015,1407,32,79,Alluvial,67,60,55,4554,4.27
Manipur,Cotton,2016,1010,20,90,Loamy,67,20,40,4841,3.65
Manipur,Cotton,2017,442,32,79,Sandy,68,37,35,4602,2.83
Manipur,Cotton,2018,413,35,85,Sandy,58,40,21,2670,2.95
Manipur,Cotton,2019,1714,19,85,Laterite,95,52,50,4673,5.4
Manipur,Cotton,2020,369,32,88,Laterite,57,50,23,3985,2.92
Manipur,Cotton,2021,1563,18,58,Black,49,41,28,2583,4.4
Manipur,Cotton,2022,1763,27,54,Sandy,58,51,25,2273,5.08
Manipur,Cotton,2023,664,28,38,Sandy,93,54,37,3654,3.25
Manipur,Cotton,2024,1982,31,91,Clay,57,60,44,3538,5.22
Manipur,Sugarcane,2015,787,35,47,Sandy,58,42,24,4719,2.89
Manipur,Sugarcane,2016,1356,28,71,Loamy,66,57,56,4232,4.56
Manipur,Sugarcane,2017,1458,24,77,Loamy,62,36,42,2462,3.96
Manipur,Sugarcane,2018,1189,15,47,Red,64,37,28,4397,4.49
Manipur,Sugarcane,2019,1405,35,50,Clay,60,30,40,3864,4.54
Manipur,Sugarcane,2020,1792,30,37,Clay,63,53,27,687,5.49
Manipur,Sugarcane,2021,1359,28,86,Loamy,100,44,46,4442,4.72
Manipur,Sugarcane,2022,1929,28,74,Laterite,56,30,29,2896,5.43
Manipur,Sugarcane,2023,1616,19,80,Red,93,60,56,2802,4.49
Manipur,Sugarcane,2024,1858,26,30,Clay,47,42,34,584,4.51
Manipur,Pulses,2015,1389,23,53,Red,96,32,47,2351,4.86
Manipur,Pulses,2016,1407,22,37,Laterite,74,46,25,3974,4.11
Manipur,Pulses,2017,1100,35,41,Black,51,30,22,2662,3.33
Manipur,Pulses,2018,443,24,39,Loamy,63,60,52,3890,2.37
Manipur,Pulses,2019,554,27,51,Laterite,85,42,49,2974,2.79
Manipur,Pulses,2020,1463,20,88,Black,90,45,39,3066,5.0
Manipur,Pulses,2021,306,27,46,Loamy,75,46,24,838,2.18
Manipur,Pulses,2022,341,27,91,Loamy,40,47,24,3998,2.57
Manipur,Pulses,2023,1297,28,51,Laterite,47,50,28,4777,4.51
Manipur,Pulses,2024,436,19,56,Alluvial,98,41,48,2782,2.81
Manipur,Groundnut,2015,309,18,89,Sandy,89,26,32,889,2.56
Manipur,Groundnut,2016,390,21,76,Red,68,27,20,782,2.58
Manipur,Groundnut,2017,855,21,68,Red,50,53,31,1725,2.85
Manipur,Groundnut,2018,787,16,43,Black,83,53,34,4144,4.0
Manipur,Groundnut,2019,1359,31,76,Clay,93,38,31,4398,4.92
Manipur,Groundnut,2020,808,28,59,Loamy,75,33,24,4276,3.31
Manipur,Groundnut,2021,476,31,59,Alluvial,71,26,29,3335,2.68
Manipur,Groundnut,2022,633,31,70,Sandy,87,60,57,2797,3.19
Manipur,Groundnut,2023,1071,32,40,Loamy,43,23,55,3775,3.19
Manipur,Groundnut,2024,1203,34,77,Red,47,57,51,2380,4.36
Manipur,Soybean,2015,788,24,43,Loamy,45,60,39,2830,2.75
Manipur,Soybean,2016,338,19,52,Sandy,71,47,24,4822,3.11
Manipur,Soybean,2017,1420,15,94,Red,65,43,28,1953,4.5
Manipur,Soybean,2018,1609,28,64,Loamy,87,30,43,3291,4.78
Manipur,Soybean,2019,1730,31,37,Alluvial,98,57,50,1743,4.88
Manipur,Soybean,2020,740,18,93,Loamy,85,60,25,4381,3.9
Manipur,Soybean,2021,1110,17,40,Alluvial,44,55,42,884,4.05
Manipur,Soybean,2022,1855,21,50,Laterite,87,39,60,1843,5.03
Manipur,Soybean,2023,1296,34,61,Alluvial,60,28,31,3278,3.95
Manipur,Soybean,2024,1697,17,81,Red,94,49,30,4497,5.18
Manipur,Tea,2015,1128,25,49,Loamy,73,38,33,2583,3.89
Manipur,Tea,2016,1465,20,68,Sandy,95,55,27,1830,4.81
Manipur,Tea,2017,929,18,67,Clay,87,51,39,3280,3.94
Manipur,Tea,2018,1516,34,33,Loamy,79,43,57,710,5.15
Manipur,Tea,2019,397,26,84,Red,77,20,26,3694,2.58
Manipur,Tea,2020,1179,20,65,Loamy,58,39,41,4740,4.37
Manipur,Tea,2021,1964,19,83,Laterite,78,59,31,3764,5.27
Manipur,Tea,2022,1769,31,77,Red,100,53,26,1366,4.92
Manipur,Tea,2023,1199,35,39,Laterite,51,43,38,4821,3.44
Manipur,Tea,2024,1956,29,75,Clay,96,43,31,1939,5.94
Manipur,Coffee,2015,1620,23,94,Red,46,54,38,4344,4.3
Manipur,Coffee,2016,1469,17,47,Alluvial,65,36,37,4993,4.36
Manipur,Coffee,2017,1244,31,43,Clay,77,52,26,756,4.07
Manipur,Coffee,2018,1756,21,83,Alluvial,89,31,25,3075,5.01
Manipur,Coffee,2019,601,22,45,Black,68,30,23,1506,3.52
Manipur,Coffee,2020,1560,22,30,Clay,92,44,22,2330,5.03
Manipur,Coffee,2021,691,15,90,Black,87,40,50,1846,3.81
Manipur,Coffee,2022,1801,29,38,Laterite,64,38,41,3849,5.14
Manipur,Coffee,2023,1188,27,32,Alluvial,63,24,47,1136,4.24
Manipur,Coffee,2024,1580,22,45,Loamy,99,43,28,2823,5.15
Meghalaya,Rice,2015,1194,20,71,Black,74,45,60,1964,4.08
Meghalaya,Rice,2016,819,15,89,Laterite,85,24,50,1917,3.92
Meghalaya,Rice,2017,782,22,87,Loamy,97,31,31,1600,3.92
Meghalaya,Rice,2018,1203,24,47,Sandy,94,24,35,4180,3.87
Meghalaya,Rice,2019,1759,27,30,Sandy,73,54,31,4262,4.78
Meghalaya,Rice,2020,611,33,36,Alluvial,89,35,56,3664,3.27
Meghalaya,Rice,2021,1203,24,41,Sandy,82,47,43,1423,4.6
Meghalaya,Rice,2022,1471,34,40,Black,91,39,29,2682,4.9
Meghalaya,Rice,2023,1700,22,44,Laterite,56,22,44,4547,4.49
Meghalaya,Rice,2024,402,19,41,Black,50,45,36,4302,2.17
Meghalaya,Wheat,2015,1329,26,67,Loamy,80,35,34,4414,4.02
Meghalaya,Wheat,2016,1007,32,49,Laterite,66,25,45,4379,3.81
Meghalaya,Wheat,2017,1566,19,35,Loamy,82,52,43,1141,5.03
Meghalaya,Wheat,2018,1462,23,44,Red,74,53,37,1405,4.47
Meghalaya,Wheat,2019,1183,35,74,Red,42,26,42,4130,4.0
Meghalaya,Wheat,2020,1200,28,66,Black,74,23,53,2404,4.3
Meghalaya,Wheat,2021,743,34,46,Sandy,65,31,58,3137,2.88
Meghalaya,Wheat,2022,1526,29,87,Black,87,26,58,2654,5.13
Meghalaya,Wheat,2023,1390,32,72,Clay,53,36,50,2960,4.45
Meghalaya,Wheat,2024,1031,33,74,Loamy,86,54,33,3406,4.16
Meghalaya,Maize,2015,1971,29,74,Red,83,50,42,1091,5.23
Meghalaya,Maize,2016,577,20,65,Loamy,92,41,36,1143,2.86
Meghalaya,Maize,2017,671,22,92,Loamy,88,46,50,3366,3.74
Meghalaya,Maize,2018,1348,28,43,Alluvial,80,30,50,1919,4.54
Meghalaya,Maize,2019,904,20,37,Clay,96,57,53,4780,4.22
Meghalaya,Maize,2020,1880,27,38,Black,76,51,44,1915,5.02
Meghalaya,Maize,2021,982,17,64,Loamy,43,57,20,4807,3.1
Meghalaya,Maize,2022,340,19,60,Red,92,51,54,2791,3.21
Meghalaya,Maize,2023,1077,19,64,Laterite,68,56,31,4711,3.53
Meghalaya,Maize,2024,848,33,51,Clay,89,52,28,4143,3.37
Meghalaya,Barley,2015,968,23,61,Alluvial,98,25,34,4479,4.02
Meghalaya,Barley,2016,974,28,66,Clay,49,30,59,1435,3.92
Meghalaya,Barley,2017,1078,28,64,Clay,88,20,52,2582,4.24
Meghalaya,Barley,2018,773,24,39,Clay,47,56,58,1754,2.79
Meghalaya,Barley,2019,642,16,73,Loamy,81,48,56,3367,3.14
Meghalaya,Barley,2020,1924,26,35,Red,96,36,35,2893,5.05
Meghalaya,Barley,2021,1250,34,38,Red,47,39,50,1288,3.71
Meghalaya,Barley,2022,433,31,56,Loamy,56,53,22,1709,2.71
Meghalaya,Barley,2023,461,17,50,Sandy,89,29,54,2213,3.06
Meghalaya,Barley,2024,1387,33,95,Alluvial,68,48,23,4494,4.28
Meghalaya,Millets,2015,1002,26,90,Black,40,24,38,1729,3.74
Meghalaya,Millets,2016,1561,17,82,Clay,73,33,35,2349,4.37
Meghalaya,Millets,2017,1214,18,86,Loamy,67,58,27,843,4.37
Meghalaya,Millets,2018,732,28,86,Clay,98,29,49,1202,3.86
Meghalaya,Millets,2019,1688,24,81,Black,90,56,59,1515,5.19
Meghalaya,Millets,2020,624,15,71,Clay,41,31,51,4645,3.13
Meghalaya,Millets,2021,850,35,79,Clay,64,54,49,1153,3.51
Meghalaya,Millets,2022,983,19,54,Sandy,55,57,31,2362,4.06
Meghalaya,Millets,2023,1102,31,94,Sandy,97,45,48,1353,3.92
Meghalaya,Millets,2024,1662,21,75,Alluvial,64,47,42,2249,4.57
Meghalaya,Cotton,2015,985,23,93,Black,61,24,44,2641,4.06
Meghalaya,Cotton,2016,1935,34,41,Laterite,40,40,29,786,5.21
Meghalaya,Cotton,2017,1722,27,80,Laterite,55,28,56,541,4.6
Meghalaya,Cotton,2018,799,35,67,Sandy,66,59,41,3695,3.21
Meghalaya,Cotton,2019,1388,30,66,Sandy,83,23,47,934,4.63
Meghalaya,Cotton,2020,845,35,58,Alluvial,74,58,50,3428,3.63
Meghalaya,Cotton,2021,372,15,60,Red,52,39,53,3638,2.9
Meghalaya,Cotton,2022,1281,19,43,Black,80,20,51,2060,4.4
Meghalaya,Cotton,2023,1042,32,83,Loamy,61,32,27,1928,4.24
Meghalaya,Cotton,2024,1960,35,61,Laterite,74,30,35,1404,5.29
Meghalaya,Sugarcane,2015,1785,27,56,Clay,90,56,47,1078,5.66
Meghalaya,Sugarcane,2016,1876,19,34,Laterite,91,54,60,4813,5.61
Meghalaya,Sugarcane,2017,556,29,56,Loamy,76,45,21,4246,3.32
Meghalaya,Sugarcane,2018,1631,31,71,Sandy,41,21,45,824,4.93
Meghalaya,Sugarcane,2019,570,21,83,Loamy,51,21,31,1885,2.9
Meghalaya,Sugarcane,2020,667,29,92,Black,57,28,47,2766,3.19
Meghalaya,Sugarcane,2021,853,33,75,Alluvial,87,39,35,4453,3.82
Meghalaya,Sugarcane,2022,1918,15,86,Alluvial,91,60,41,1657,5.52
Meghalaya,Sugarcane,2023,1658,15,75,Black,71,58,51,3430,4.59
Meghalaya,Sugarcane,2024,1477,20,74,Clay,62,54,58,2628,4.92
Meghalaya,Pulses,2015,1691,26,71,Sandy,75,56,40,1028,4.89
Meghalaya,Pulses,2016,1225,31,71,Loamy,65,27,29,4060,4.26
Meghalaya,Pulses,2017,1354,23,90,Loamy,63,46,50,2878,4.44
Meghalaya,Pulses,2018,1681,29,64,Sandy,83,59,43,1311,4.76
Meghalaya,Pulses,2019,1130,21,42,Red,83,41,51,4308,3.83
Meghalaya,Pulses,2020,1426,31,79,Alluvial,62,30,39,1088,4.51
Meghalaya,Pulses,2021,1795,32,35,Red,47,23,36,4589,4.97
Meghalaya,Pulses,2022,867,23,74,Sandy,100,28,56,2861,4.16
Meghalaya,Pulses,2023,1873,33,65,Clay,83,38,21,2540,5.51
Meghalaya,Pulses,2024,1558,30,60,Red,58,48,41,1993,4.37
Meghalaya,Groundnut,2015,1435,15,41,Loamy,49,35,42,4416,4.13
Meghalaya,Groundnut,2016,1969,22,87,Clay,45,35,24,4106,4.66
Meghalaya,Groundnut,2017,860,27,74,Laterite,88,46,23,3340,3.92
Meghalaya,Groundnut,2018,825,32,34,Loamy,62,30,32,1053,2.93
Meghalaya,Groundnut,2019,671,19,36,Loamy,93,52,37,2847,3.86
Meghalaya,Groundnut,2020,1014,24,53,Sandy,50,43,22,4882,4.09
Meghalaya,Groundnut,2021,1030,21,55,Clay,41,24,45,4524,3.07
Meghalaya,Groundnut,2022,1905,20,39,Clay,87,32,43,2780,5.84
Meghalaya,Groundnut,2023,1487,32,91,Black,100,49,57,1462,4.7
Meghalaya,Groundnut,2024,1665,22,52,Sandy,87,21,33,2662,4.73
Meghalaya,Soybean,2015,338,21,56,Black,70,44,58,579,2.41
Meghalaya,Soybean,2016,1206,27,79,Clay,60,32,26,4496,4.47
Meghalaya,Soybean,2017,1264,27,76,Sandy,56,49,36,655,3.67
Meghalaya,Soybean,2018,543,31,37,Red,83,21,49,2343,3.5
Meghalaya,Soybean,2019,1082,29,58,Sandy,88,52,50,1434,3.86
Meghalaya,Soybean,2020,1948,33,79,Loamy,99,46,57,1995,5.33
Meghalaya,Soybean,2021,511,18,66,Sandy,79,53,57,3375,3.3
Meghalaya,Soybean,2022,853,18,89,Laterite,71,52,21,3883,3.81
Meghalaya,Soybean,2023,1548,24,94,Laterite,100,47,36,4894,4.62
Meghalaya,Soybean,2024,1318,27,71,Sandy,50,25,33,4382,3.81
Meghalaya,Tea,2015,1678,17,74,Loamy,50,20,38,1095,4.23
Meghalaya,Tea,2016,1798,26,45,Red,99,41,56,3630,4.94
Meghalaya,Tea,2017,1963,22,58,Black,86,29,23,1290,5.6
Meghalaya,Tea,2018,916,31,51,Alluvial,63,58,46,3391,3.53
Meghalaya,Tea,2019,438,30,65,Black,67,34,24,4855,3.02
Meghalaya,Tea,2020,1566,31,61,Red,84,60,53,1188,4.4
Meghalaya,Tea,2021,1313,26,75,Red,60,29,50,4840,4.07
Meghalaya,Tea,2022,1032,28,68,Loamy,94,39,28,4463,3.64
Meghalaya,Tea,2023,545,20,85,Loamy,76,34,58,1236,2.69
Meghalaya,Tea,2024,1672,22,69,Clay,42,57,27,3066,4.36
Meghalaya,Coffee,2015,1639,25,93,Loamy,59,50,24,3578,4.73
Meghalaya,Coffee,2016,1184,22,69,Black,78,22,41,2032,3.92
Meghalaya,Coffee,2017,765,28,77,Sandy,78,20,56,3347,2.96
Meghalaya,Coffee,2018,389,30,72,Alluvial,57,35,21,5000,2.46
Meghalaya,Coffee,2019,1431,15,84,Loamy,48,25,42,4137,3.91
Meghalaya,Coffee,2020,1776,21,66,Loamy,69,47,37,3158,4.64
Meghalaya,Coffee,2021,1974,32,91,Red,42,44,30,4696,4.67
Meghalaya,Coffee,2022,1388,30,59,Alluvial,41,51,52,4186,4.19
Meghalaya,Coffee,2023,1527,26,70,Black,45,36,20,730,4.86
Meghalaya,Coffee,2024,992,33,31,Laterite,81,35,48,2892,3.61
Mizoram,Rice,2015,1661,21,57,Alluvial,66,26,53,893,4.44
Mizoram,Rice,2016,1374,22,93,Loamy,72,27,44,4716,4.8
Mizoram,Rice,2017,1661,21,44,Alluvial,43,41,38,3364,4.63
Mizoram,Rice,2018,1815,34,34,Clay,57,21,55,2167,4.84
Mizoram,Rice,2019,1938,30,40,Clay,42,37,23,2503,5.14
Mizoram,Rice,2020,658,18,90,Red,74,24,52,1940,3.05
Mizoram,Rice,2021,935,27,72,Black,89,30,57,4286,3.65
Mizoram,Rice,2022,704,33,72,Black,88,21,23,3130,3.38
Mizoram,Rice,2023,327,33,82,Clay,50,38,48,952,1.96
Mizoram,Rice,2024,1330,22,87,Laterite,41,22,54,3444,3.59
Mizoram,Wheat,2015,576,35,57,Laterite,84,60,38,2788,3.58
Mizoram,Wheat,2016,482,27,47,Clay,74,43,45,1980,2.71
Mizoram,Wheat,2017,1334,23,32,Loamy,50,57,48,2549,4.25
Mizoram,Wheat,2018,615,32,92,Loamy,51,57,54,3430,2.79
Mizoram,Wheat,2019,1839,19,41,Laterite,52,27,51,4661,5.05
Mizoram,Wheat,2020,540,26,81,Red,98,46,46,989,2.8
Mizoram,Wheat,2021,1857,29,79,Clay,46,43,22,2861,4.72
Mizoram,Wheat,2022,789,21,90,Loamy,78,29,50,1662,3.69
Mizoram,Wheat,2023,425,21,68,Sandy,48,20,53,4210,2.85
Mizoram,Wheat,2024,1498,23,65,Clay,62,42,28,2384,5.0
Mizoram,Maize,2015,1986,24,63,Clay,53,47,52,4790,5.12
Mizoram,Maize,2016,1945,17,83,Alluvial,92,30,34,3468,5.23
Mizoram,Maize,2017,1381,20,41,Alluvial,99,34,56,1483,4.28
Mizoram,Maize,2018,579,25,74,Black,100,52,31,1760,3.48
Mizoram,Maize,2019,1590,25,59,Loamy,91,49,49,1122,5.33
Mizoram,Maize,2020,1243,33,41,Laterite,71,25,40,2443,3.72
Mizoram,Maize,2021,404,23,94,Sandy,47,37,42,4577,2.72
Mizoram,Maize,2022,859,19,47,Black,98,45,50,2554,4.08
Mizoram,Maize,2023,1541,34,71,Black,46,46,34,869,4.65
Mizoram,Maize,2024,1217,31,35,Alluvial,94,28,36,865,4.55
Mizoram,Barley,2015,1025,23,94,Clay,48,35,30,1827,3.42
Mizoram,Barley,2016,825,33,45,Black,70,56,33,4535,3.31
Mizoram,Barley,2017,969,33,40,Loamy,86,23,26,1457,4.26
Mizoram,Barley,2018,559,25,31,Alluvial,92,58,31,817,2.94
Mizoram,Barley,2019,1037,26,93,Clay,68,46,30,4790,3.71
Mizoram,Barley,2020,513,21,82,Alluvial,69,30,24,510,3.12
Mizoram,Barley,2021,1547,25,81,Laterite,62,22,39,2414,4.54
Mizoram,Barley,2022,626,29,38,Loamy,86,43,40,3000,3.31
Mizoram,Barley,2023,989,16,30,Laterite,88,45,44,656,3.99
Mizoram,Barley,2024,998,27,50,Clay,63,33,25,994,3.67
Mizoram,Millets,2015,1993,27,66,Clay,44,51,22,3455,5.21
Mizoram,Millets,2016,1964,22,78,Alluvial,93,46,59,4575,6.01
Mizoram,Millets,2017,1119,16,90,Clay,72,24,48,1200,3.7
Mizoram,Millets,2018,1130,26,40,Red,54,34,57,524,3.81
Mizoram,Millets,2019,1020,16,46,Loamy,65,28,49,2387,3.74
Mizoram,Millets,2020,1497,18,75,Red,43,37,27,1960,4.59
Mizoram,Millets,2021,590,30,75,Black,74,38,20,3874,3.05
Mizoram,Millets,2022,933,25,38,Red,62,59,40,2300,3.48
Mizoram,Millets,2023,1567,22,69,Black,79,28,57,4919,4.69
Mizoram,Millets,2024,592,31,60,Clay,79,22,23,3849,3.26
Mizoram,Cotton,2015,765,35,55,Clay,77,30,28,1276,3.27
Mizoram,Cotton,2016,1259,28,94,Clay,73,27,49,3146,4.41
Mizoram,Cotton,2017,1522,24,70,Loamy,90,32,47,3675,5.15
Mizoram,Cotton,2018,937,26,44,Laterite,64,29,22,1025,3.45
Mizoram,Cotton,2019,1203,19,40,Black,81,38,59,3655,4.11
Mizoram,Cotton,2020,906,33,39,Loamy,67,38,58,3534,3.19
Mizoram,Cotton,2021,1655,24,71,Red,80,57,36,2275,4.92
Mizoram,Cotton,2022,1511,16,63,Loamy,84,50,28,4759,4.34
Mizoram,Cotton,2023,593,19,65,Clay,92,41,37,1902,2.99
Mizoram,Cotton,2024,1944,21,37,Sandy,83,47,47,3408,5.17
Mizoram,Sugarcane,2015,977,20,79,Black,42,33,55,4740,3.47
Mizoram,Sugarcane,2016,1469,15,36,Red,82,51,47,3990,4.74
Mizoram,Sugarcane,2017,581,28,32,Clay,68,33,37,1771,3.33
Mizoram,Sugarcane,2018,814,22,42,Sandy,51,57,41,1855,2.82
Mizoram,Sugarcane,2019,369,34,62,Red,58,26,28,800,2.44
Mizoram,Sugarcane,2020,347,17,54,Laterite,69,22,22,3732,3.06
Mizoram,Sugarcane,2021,1766,28,38,Sandy,57,43,54,622,5.07
Mizoram,Sugarcane,2022,499,26,40,Red,97,23,49,2245,2.78
Mizoram,Sugarcane,2023,792,25,68,Laterite,53,44,25,1705,3.49
Mizoram,Sugarcane,2024,1033,29,61,Loamy,41,29,42,4987,3.88
Mizoram,Pulses,2015,1361,34,93,Sandy,98,27,56,3615,4.52
Mizoram,Pulses,2016,1652,19,49,Loamy,69,22,45,2957,4.88
Mizoram,Pulses,2017,913,18,51,Loamy,57,40,58,4364,3.33
Mizoram,Pulses,2018,1347,24,53,Laterite,68,36,36,4868,4.46
Mizoram,Pulses,2019,765,35,56,Alluvial,59,24,28,2332,3.74
Mizoram,Pulses,2020,1527,22,46,Loamy,83,34,50,1881,4.46
Mizoram,Pulses,2021,1833,27,69,Black,59,38,54,1133,5.42
Mizoram,Pulses,2022,433,15,54,Alluvial,94,52,46,2963,3.5
Mizoram,Pulses,2023,1413,20,30,Laterite,66,46,50,875,4.61
Mizoram,Pulses,2024,890,33,32,Laterite,69,51,32,3981,3.63
Mizoram,Groundnut,2015,604,29,56,Loamy,42,46,21,1859,2.85
Mizoram,Groundnut,2016,963,35,49,Black,74,33,53,1484,3.64
Mizoram,Groundnut,2017,1528,19,73,Laterite,47,34,43,3577,4.12
Mizoram,Groundnut,2018,1942,35,56,Sandy,89,50,41,2678,5.35
Mizoram,Groundnut,2019,1437,33,63,Clay,45,22,51,715,4.17
Mizoram,Groundnut,2020,1317,32,59,Loamy,50,21,36,3382,4.15
Mizoram,Groundnut,2021,1481,16,91,Clay,53,41,20,808,4.83
Mizoram,Groundnut,2022,1382,24,85,Red,92,29,21,831,4.82
Mizoram,Groundnut,2023,950,20,42,Black,43,54,26,4813,3.08
Mizoram,Groundnut,2024,1533,25,38,Black,78,43,42,4235,4.8
Mizoram,Soybean,2015,447,19,33,Laterite,41,25,44,1939,2.18
Mizoram,Soybean,2016,1171,19,87,Sandy,40,51,48,3818,3.35
Mizoram,Soybean,2017,1148,35,82,Sandy,45,46,53,762,4.08
Mizoram,Soybean,2018,1706,29,68,Red,51,34,38,1746,4.91
Mizoram,Soybean,2019,1223,31,94,Clay,79,26,47,1835,3.77
Mizoram,Soybean,2020,890,20,36,Sandy,100,32,35,500,4.13
Mizoram,Soybean,2021,700,26,94,Black,71,31,21,2906,2.96
Mizoram,Soybean,2022,1211,29,47,Sandy,53,56,47,4534,4.34
Mizoram,Soybean,2023,1362,19,67,Laterite,61,24,46,3499,4.16
Mizoram,Soybean,2024,1374,21,47,Sandy,100,51,58,1828,4.69
Mizoram,Tea,2015,862,17,61,Sandy,66,24,35,2181,3.62
Mizoram,Tea,2016,1715,34,82,Loamy,92,23,57,1391,5.04
Mizoram,Tea,2017,1921,24,43,Sandy,70,28,37,3188,5.54
Mizoram,Tea,2018,669,24,81,Loamy,87,60,56,1901,3.37
Mizoram,Tea,2019,1518,25,63,Black,45,49,41,2271,4.12
Mizoram,Tea,2020,415,23,59,Loamy,75,20,57,892,2.44
Mizoram,Tea,2021,885,17,44,Sandy,85,54,27,4958,3.31
Mizoram,Tea,2022,753,21,79,Red,66,60,57,3461,3.25
Mizoram,Tea,2023,1688,26,60,Clay,55,55,49,2928,4.89
Mizoram,Tea,2024,1469,33,58,Clay,87,34,42,2609,4.69
Mizoram,Coffee,2015,1943,25,91,Alluvial,52,41,49,3956,5.11
Mizoram,Coffee,2016,1361,25,38,Laterite,74,57,59,2789,4.77
Mizoram,Coffee,2017,1795,29,62,Laterite,67,44,47,2273,4.86
Mizoram,Coffee,2018,1676,16,42,Sandy,45,28,52,3300,4.27
Mizoram,Coffee,2019,1892,23,47,Alluvial,98,60,36,1325,5.72
Mizoram,Coffee,2020,627,22,55,Red,67,33,58,4682,3.49
Mizoram,Coffee,2021,658,27,45,Alluvial,57,41,30,635,2.72
Mizoram,Coffee,2022,1591,28,83,Alluvial,88,50,52,1862,4.75
Mizoram,Coffee,2023,1911,30,43,Sandy,94,30,42,926,5.18
Mizoram,Coffee,2024,1382,16,89,Red,79,30,35,4314,4.09
Nagaland,Rice,2015,772,21,73,Clay,57,32,38,4432,3.54
Nagaland,Rice,2016,1940,30,31,Black,84,48,31,4711,5.58
Nagaland,Rice,2017,1389,26,47,Laterite,98,52,34,4208,4.21
Nagaland,Rice,2018,1400,34,30,Laterite,66,40,43,4859,4.34
Nagaland,Rice,2019,810,25,47,Clay,57,59,35,3988,3.6
Nagaland,Rice,2020,1320,35,58,Clay,91,56,41,3075,4.27
Nagaland,Rice,2021,1045,26,58,Sandy,59,56,44,4055,4.23
Nagaland,Rice,2022,596,15,65,Black,40,45,44,4795,2.85
